Name,Type,Category,Country,lat,lon,geocode,Département
clinique afos,node,clinic,HT,19.6349977,-73.0546071,"19.6349977 , -73.0546071",Artibonite
mme celares geffrard,node,clinic,HT,19.6215997,-72.8843473,"19.6215997 , -72.8843473",Artibonite
Clinique Dentaire beau sourire,node,clinic,HT,18.5685981,-72.2834815,"18.5685981 , -72.2834815",Ouest
unknown name,node,clinic,HT,18.328337,-73.852006,"18.328337 , -73.852006",Sud
unknown name,node,clinic,HT,18.33108,-73.862748,"18.33108 , -73.862748",Sud
Centre de sante Saint-Michel,node,clinic,HT,19.0666828,-72.6149513,"19.0666828 , -72.6149513",Artibonite
unknown name,node,clinic,HT,19.634542,-72.4257516,"19.634542 , -72.4257516",Nord
Clinique Medicale RJP-CRAPS,node,clinic,HT,19.6720774,-72.1195401,"19.6720774 , -72.1195401",Nord
Clinique Miss Eveline,node,clinic,HT,19.7340545,-72.1898438,"19.7340545 , -72.1898438",Nord
Maranatha Clinique,node,clinic,HT,19.7366367,-72.1890068,"19.7366367 , -72.1890068",Nord
Clinique Docteur Alex G. Septimus ( C'DAGES),node,clinic,HT,19.7357172,-72.1821939,"19.7357172 , -72.1821939",Nord
Sourire de la Vie Clinique,node,clinic,HT,19.7322783,-72.1871739,"19.7322783 , -72.1871739",Nord
Clinique Docteur Murielle,node,clinic,HT,19.7446982,-72.2105381,"19.7446982 , -72.2105381",Nord
Centre de Santé Sainte Elizabethe,node,clinic,HT,19.6911855,-72.0178965,"19.6911855 , -72.0178965",Nord-Est
Dispenssaire ASMIC,node,clinic,HT,19.7466152,-72.2147953,"19.7466152 , -72.2147953",Nord
Clinique Saint Martin de porresse,node,clinic,HT,19.7464818,-72.2027485,"19.7464818 , -72.2027485",Nord
Clinic Buco dentaire,node,clinic,HT,19.7415385,-72.2110138,"19.7415385 , -72.2110138",Nord
Clinic Medical de cité du peuple,node,clinic,HT,19.7401154,-72.2122023,"19.7401154 , -72.2122023",Nord
Clinique Medical le Lutherien,node,clinic,HT,19.724816,-72.178579,"19.724816 , -72.178579",Nord
Centre de Sante Communautaire de Nutrition et D'education Familiale Madeline,node,clinic,HT,19.7274049,-72.1847864,"19.7274049 , -72.1847864",Nord
Clinic Dentiste,node,clinic,HT,19.7281757,-72.1800145,"19.7281757 , -72.1800145",Nord
La Formule Clinique Medicale,node,clinic,HT,19.6158523,-72.0248976,"19.6158523 , -72.0248976",Nord-Est
Laboratoire d´Analyse Médinale,node,clinic,HT,19.6164225,-72.0241045,"19.6164225 , -72.0241045",Nord-Est
Clinic Sareptha,node,clinic,HT,19.739479,-72.2194451,"19.739479 , -72.2194451",Nord
Centre de Sante Jehovah Shamah,node,clinic,HT,19.7287413,-72.2236299,"19.7287413 , -72.2236299",Nord
OFATMA,node,clinic,HT,19.5497984,-71.725605,"19.5497984 , -71.725605",Nord-Est
SAMA Ophtalmologie et Lunetterie,node,clinic,HT,19.5478894,-71.7250409,"19.5478894 , -71.7250409",Nord-Est
Groupe Sante MJED,node,clinic,HT,19.5551105,-71.7260667,"19.5551105 , -71.7260667",Nord-Est
policlinique agape de cite jacob,node,clinic,HT,19.5492467,-71.7280997,"19.5492467 , -71.7280997",Nord-Est
unknown name,node,clinic,HT,19.5474292,-71.7224451,"19.5474292 , -71.7224451",Nord-Est
Complexe Medical,node,clinic,HT,19.5435305,-71.7283056,"19.5435305 , -71.7283056",Nord-Est
Dispensaire La Difference,node,clinic,HT,19.7372706,-72.1822569,"19.7372706 , -72.1822569",Nord
Polyclinique La Paix,node,clinic,HT,19.5524295,-71.7324227,"19.5524295 , -71.7324227",Nord-Est
Misa Phaema Clinique,node,clinic,HT,19.5513917,-71.7339056,"19.5513917 , -71.7339056",Nord-Est
Clinique Médical Eben Ezer,node,clinic,HT,19.6660017,-71.8357954,"19.6660017 , -71.8357954",Nord-Est
Clinique Medico Obstétrico-Gynécologique,node,clinic,HT,19.6665436,-71.8377936,"19.6665436 , -71.8377936",Nord-Est
Clinique Docteur Murielle Porthel,node,clinic,HT,19.7447198,-72.2106403,"19.7447198 , -72.2106403",Nord
"ceraso lab-cap,centre de radiognostique,de sonographie et de laboratoire du cap-haitien",node,clinic,HT,19.7070025,-72.2809754,"19.7070025 , -72.2809754",Nord
Clinique Sante Max,node,clinic,HT,19.6143616,-72.025996,"19.6143616 , -72.025996",Nord-Est
Clinique des Cités,node,clinic,HT,19.7388293,-72.2184169,"19.7388293 , -72.2184169",Nord
"Dr, Yves Pierre,Médecine Interne",node,clinic,HT,19.7568088,-72.2047398,"19.7568088 , -72.2047398",Nord
Clinique Medicale Bethesda,node,clinic,HT,19.6160569,-72.0230777,"19.6160569 , -72.0230777",Nord-Est
Esperance centre de sante,node,clinic,HT,19.6242729,-72.0276019,"19.6242729 , -72.0276019",Nord-Est
unknown name,node,clinic,HT,19.6166605,-72.0247372,"19.6166605 , -72.0247372",Nord-Est
Centre de sante,node,clinic,HT,19.7746408,-72.2496532,"19.7746408 , -72.2496532",Nord
Centre de Santé,node,clinic,HT,19.7746408,-72.2496532,"19.7746408 , -72.2496532",Nord
Centre de Santé la Providence,node,clinic,HT,18.544867,-72.3294775,"18.544867 , -72.3294775",Ouest
clinique pharma,node,clinic,HT,18.6679235,-72.2289496,"18.6679235 , -72.2289496",Ouest
Clinique Orlo,node,clinic,HT,18.5409575,-72.3325342,"18.5409575 , -72.3325342",Ouest
Centre de Santé pour la Famille,node,clinic,HT,18.5161736,-71.9838511,"18.5161736 , -71.9838511",Ouest
Dispensaire Saint François d'Assise de Ranquitte,node,clinic,HT,19.4134327,-72.0793442,"19.4134327 , -72.0793442",Nord
Clinic,node,clinic,HT,19.4204187,-72.0871273,"19.4204187 , -72.0871273",Nord
unknown name,node,clinic,HT,18.5439968,-72.4496275,"18.5439968 , -72.4496275",Ouest
Semesap Santé Plus,node,clinic,HT,18.6614283,-72.227398,"18.6614283 , -72.227398",Ouest
Poste d'Urgence Croix-Rouge Haïtienne,node,clinic,HT,18.6587197,-72.2911881,"18.6587197 , -72.2911881",Ouest
Zepharm,node,clinic,HT,18.6027154,-72.2826445,"18.6027154 , -72.2826445",Ouest
Centre Médical Denise Lecuyer,node,clinic,HT,19.6686214,-72.6826995,"19.6686214 , -72.6826995",Artibonite
Le Diagnostic,node,clinic,HT,18.5231675,-72.2578912,"18.5231675 , -72.2578912",Ouest
Clinique Médicale Cedima,node,clinic,HT,18.4336913,-72.8641042,"18.4336913 , -72.8641042",Ouest
unknown name,node,clinic,HT,18.5526172,-72.3028677,"18.5526172 , -72.3028677",Ouest
Centre d'Intervention Psychologique et Soin,node,clinic,HT,19.6466918,-71.9986868,"19.6466918 , -71.9986868",Nord-Est
Clinique Médicale Jehovah Rapha,node,clinic,HT,19.6420598,-72.0209068,"19.6420598 , -72.0209068",Nord-Est
Fraternité Clinique,node,clinic,HT,19.554687,-71.7317175,"19.554687 , -71.7317175",Nord-Est
Sonolab Clinique,node,clinic,HT,19.5565211,-71.7284845,"19.5565211 , -71.7284845",Nord-Est
"Clinic de l""Espoir",node,clinic,HT,18.5279827,-72.3405942,"18.5279827 , -72.3405942",Ouest
unknown name,node,clinic,HT,19.8037495,-73.3795565,"19.8037495 , -73.3795565",Nord-Ouest
Clinique Jolivert,node,clinic,HT,19.7597092,-72.7845377,"19.7597092 , -72.7845377",Nord-Ouest
Centre Anti-Tuberculose Carnafice (Mission Mennonite en Haiti),node,clinic,HT,19.7156728,-72.6987501,"19.7156728 , -72.6987501",Artibonite
unknown name,node,clinic,HT,18.472358,-73.6574837,"18.472358 , -73.6574837",Nippes
Snerrose Polyclinique,node,clinic,HT,19.5463254,-71.7374108,"19.5463254 , -71.7374108",Nord-Est
Clinique de Dieu le tout Puissant,node,clinic,HT,19.5452403,-71.772496,"19.5452403 , -71.772496",Nord-Est
Clinique Communautaire Jésus est Le Vrai Chemin,node,clinic,HT,18.654212,-72.2822703,"18.654212 , -72.2822703",Ouest
Plyclinique Evangélique Bethesda,node,clinic,HT,18.6483015,-72.2795716,"18.6483015 , -72.2795716",Ouest
Organisation Sociale de Santé et Pour le Developpemant D'onaville,node,clinic,HT,18.6731836,-72.2361195,"18.6731836 , -72.2361195",Ouest
"Clinico JeJica ,Medicale Communautaire Jehovah Jiré de canaan",node,clinic,HT,18.6485653,-72.2792429,"18.6485653 , -72.2792429",Ouest
Ramantial Aguavivo,node,clinic,HT,18.6718764,-72.2376832,"18.6718764 , -72.2376832",Ouest
unknown name,node,clinic,HT,18.678247,-72.2435353,"18.678247 , -72.2435353",Ouest
unknown name,node,clinic,HT,18.6563618,-72.2343186,"18.6563618 , -72.2343186",Ouest
unknown name,node,clinic,HT,18.6505036,-72.2558978,"18.6505036 , -72.2558978",Ouest
La Renaissance de Jerusalem,node,clinic,HT,18.6587255,-72.2642501,"18.6587255 , -72.2642501",Ouest
Clinique medicale Bethel,node,clinic,HT,18.6623806,-72.2646684,"18.6623806 , -72.2646684",Ouest
Centre de santé Saint Jude,node,clinic,HT,18.6718063,-72.2414831,"18.6718063 , -72.2414831",Ouest
Clinique des Cèdres,node,clinic,HT,18.5162087,-72.2887552,"18.5162087 , -72.2887552",Ouest
Siloe Medical Center,node,clinic,HT,18.6848756,-72.3140018,"18.6848756 , -72.3140018",Ouest
Centre de Santé de St Christophe,node,clinic,HT,18.6878433,-72.3204457,"18.6878433 , -72.3204457",Ouest
Zanmi Lasanté,node,clinic,HT,18.6789386,-72.2968694,"18.6789386 , -72.2968694",Ouest
Clinique Evangelique De La Grace,node,clinic,HT,18.6732452,-72.2876266,"18.6732452 , -72.2876266",Ouest
Mitho Centre De Santé,node,clinic,HT,18.6527472,-72.2639652,"18.6527472 , -72.2639652",Ouest
Succès Centre De Santé,node,clinic,HT,18.6675286,-72.2608391,"18.6675286 , -72.2608391",Ouest
unknown name,node,clinic,HT,18.6647359,-72.2521512,"18.6647359 , -72.2521512",Ouest
Centre Médico-Pharma De Sainte Anne,node,clinic,HT,18.6559645,-72.2560542,"18.6559645 , -72.2560542",Ouest
unknown name,node,clinic,HT,18.6609043,-72.2564893,"18.6609043 , -72.2564893",Ouest
Service de 1er Soin,node,clinic,HT,18.6544334,-72.2508845,"18.6544334 , -72.2508845",Ouest
Clinique Dentaire,node,clinic,HT,18.6593955,-72.2494139,"18.6593955 , -72.2494139",Ouest
Eben Ezer,node,clinic,HT,18.6608586,-72.2482038,"18.6608586 , -72.2482038",Ouest
unknown name,node,clinic,HT,18.6509919,-72.2681631,"18.6509919 , -72.2681631",Ouest
Clinique Dentaire,node,clinic,HT,18.6516611,-72.2770562,"18.6516611 , -72.2770562",Ouest
Clinique Emmanuel,node,clinic,HT,18.6630522,-72.2380556,"18.6630522 , -72.2380556",Ouest
Centre Anti-Tuberculose Abricots,node,clinic,HT,18.6495069,-74.306604,"18.6495069 , -74.306604",Grande'Anse
Centre Anti-Tuberculose (Mission Mennonite en Haiti),node,clinic,HT,18.5808583,-72.229715,"18.5808583 , -72.229715",Ouest
Sant Sante (Mission Mennonite en Haiti),node,clinic,HT,18.5788484,-74.3010403,"18.5788484 , -74.3010403",Grande'Anse
Poste de Santé Gaspard Camara,node,clinic,HT,18.5439027,-72.4240609,"18.5439027 , -72.4240609",Ouest
La Référence,node,clinic,HT,18.6416285,-72.2625561,"18.6416285 , -72.2625561",Ouest
HHF_Clinique,node,clinic,HT,18.5381199,-74.0959522,"18.5381199 , -74.0959522",Grande'Anse
Clinique Le Samaritain,node,clinic,HT,18.5745047,-72.2615366,"18.5745047 , -72.2615366",Ouest
Clinique Medicale,node,clinic,HT,18.5633299,-72.33633,"18.5633299 , -72.33633",Ouest
Docteur Pierre Louis,node,clinic,HT,19.7697022,-72.1942225,"19.7697022 , -72.1942225",Nord
Clinique Docteur Adelin Pierre,node,clinic,HT,19.762945,-72.2008663,"19.762945 , -72.2008663",Nord
Clinique ophtalmologiste,node,clinic,HT,18.5348461,-72.3217052,"18.5348461 , -72.3217052",Ouest
Clinique medicale de duvivier,node,clinic,HT,18.6021733,-72.3208378,"18.6021733 , -72.3208378",Ouest
Docteur Benjamain,node,clinic,HT,18.6058989,-72.3174555,"18.6058989 , -72.3174555",Ouest
unknown name,node,clinic,HT,18.8265303,-72.5281403,"18.8265303 , -72.5281403",Ouest
Polyclinique de Meyotte,node,clinic,HT,18.5155189,-72.2690575,"18.5155189 , -72.2690575",Ouest
CEDREMI,node,clinic,HT,18.6388317,-74.1174374,"18.6388317 , -74.1174374",Grande'Anse
Clinic du Lycee Jean-Baptiste Point du Sable,node,clinic,HT,19.1401067,-72.6702288,"19.1401067 , -72.6702288",Artibonite
Clinique du Sacre-Coeur Pediatre,node,clinic,HT,19.1061625,-72.695431,"19.1061625 , -72.695431",Artibonite
Dispensaire CCS de Pont Sonde,node,clinic,HT,19.1489055,-72.617027,"19.1489055 , -72.617027",Artibonite
Centre Obstétrique Holy,node,clinic,HT,18.5791612,-72.2528,"18.5791612 , -72.2528",Ouest
Met Lab,node,clinic,HT,18.53515,-72.3190673,"18.53515 , -72.3190673",Ouest
Polyclinique Saint Esprit,node,clinic,HT,18.5306678,-72.3374149,"18.5306678 , -72.3374149",Ouest
unknown name,node,clinic,HT,18.5380443,-72.3263871,"18.5380443 , -72.3263871",Ouest
unknown name,node,clinic,HT,18.537747,-72.3267499,"18.537747 , -72.3267499",Ouest
Clinique d’Urgences Médicales,node,clinic,HT,18.5366975,-72.3221424,"18.5366975 , -72.3221424",Ouest
unknown name,node,clinic,HT,18.5330617,-72.3166067,"18.5330617 , -72.3166067",Ouest
Centre de santé sexuelle pour adolescents,node,clinic,HT,19.4700271,-72.6715713,"19.4700271 , -72.6715713",Artibonite
Clinique Médico Chirurgicale Digue,node,clinic,HT,19.7067244,-72.2779611,"19.7067244 , -72.2779611",Nord
unknown name,node,clinic,HT,19.6140196,-72.1712977,"19.6140196 , -72.1712977",Nord
Clinique Médicale des Yeux,node,clinic,HT,18.5315579,-72.3769105,"18.5315579 , -72.3769105",Ouest
Karen Polyclinique,node,clinic,HT,18.5645396,-72.1698411,"18.5645396 , -72.1698411",Ouest
Sant Medikal Besdon,node,clinic,HT,18.5411869,-72.3283483,"18.5411869 , -72.3283483",Ouest
Geb Clinique,node,clinic,HT,18.5459163,-72.3973516,"18.5459163 , -72.3973516",Ouest
Clinic,node,doctors,HT,18.2346897,-72.5346228,"18.2346897 , -72.5346228",Sud-Est
Clinic Roger Emmanuel,node,doctors,HT,18.5385486,-72.3196821,"18.5385486 , -72.3196821",Ouest
unknown name,node,doctors,HT,18.5854771,-72.3058253,"18.5854771 , -72.3058253",Ouest
unknown name,node,doctors,HT,18.5861315,-72.305934,"18.5861315 , -72.305934",Ouest
unknown name,node,doctors,HT,18.5601869,-72.2647348,"18.5601869 , -72.2647348",Ouest
unknown name,node,doctors,HT,18.5603365,-72.2645309,"18.5603365 , -72.2645309",Ouest
unknown name,node,doctors,HT,18.5602845,-72.2646357,"18.5602845 , -72.2646357",Ouest
unknown name,node,doctors,HT,18.5603038,-72.2647258,"18.5603038 , -72.2647258",Ouest
unknown name,node,doctors,HT,18.5629608,-72.3133746,"18.5629608 , -72.3133746",Ouest
unknown name,node,doctors,HT,18.5364003,-72.4067266,"18.5364003 , -72.4067266",Ouest
l'Arche des Enfants,node,doctors,HT,18.5545159,-72.3109795,"18.5545159 , -72.3109795",Ouest
mayte,node,doctors,HT,18.5509639,-72.315561,"18.5509639 , -72.315561",Ouest
unknown name,node,doctors,HT,19.5936907,-72.6397438,"19.5936907 , -72.6397438",Artibonite
Clinique Saint Soleil,node,doctors,HT,18.5558305,-72.2841116,"18.5558305 , -72.2841116",Ouest
Centre de Santé Familiale,node,doctors,HT,18.6020159,-72.274657,"18.6020159 , -72.274657",Ouest
"complexe medico-chirurgical,bon samaritain",node,doctors,HT,18.6021049,-72.2471993,"18.6021049 , -72.2471993",Ouest
clinique medical,node,doctors,HT,18.6051659,-72.2515068,"18.6051659 , -72.2515068",Ouest
Sant medical Santo 20,node,doctors,HT,18.5924918,-72.2517053,"18.5924918 , -72.2517053",Ouest
Obstetrique-Gynecologue,node,doctors,HT,19.4457383,-72.6883947,"19.4457383 , -72.6883947",Artibonite
Clinique Medico Docteur Claupha,node,doctors,HT,19.4432092,-72.6788587,"19.4432092 , -72.6788587",Artibonite
Centre Medical Joseph Edmond et Pharmacie,node,doctors,HT,18.5795866,-72.2257069,"18.5795866 , -72.2257069",Ouest
Clinipharma Ma sante,node,doctors,HT,18.578197,-72.22528,"18.578197 , -72.22528",Ouest
Clinique Beaulieu,node,doctors,HT,18.5388679,-72.3391607,"18.5388679 , -72.3391607",Ouest
Clinique medicale Chirurgicale et Steri Lab Laboratoire medical,node,doctors,HT,18.5392475,-72.339024,"18.5392475 , -72.339024",Ouest
Dental office Radiographie,node,doctors,HT,18.5385798,-72.3389346,"18.5385798 , -72.3389346",Ouest
MEDITEL SA,node,doctors,HT,18.5154971,-72.2909195,"18.5154971 , -72.2909195",Ouest
unknown name,node,doctors,HT,18.0761899,-73.8126903,"18.0761899 , -73.8126903",Sud
Le Pivert,node,doctors,HT,19.1056223,-72.692619,"19.1056223 , -72.692619",Artibonite
Merk Clinique,node,doctors,HT,19.1068385,-72.6974597,"19.1068385 , -72.6974597",Artibonite
FEBS,node,doctors,HT,19.1042161,-72.6894469,"19.1042161 , -72.6894469",Artibonite
Fondation Esther Bourcicault Stanislas,node,doctors,HT,19.103675,-72.6934882,"19.103675 , -72.6934882",Artibonite
Constitution Mertenal,node,doctors,HT,18.1952263,-73.7491978,"18.1952263 , -73.7491978",Sud
Constitution Mertenal,node,doctors,HT,18.1955114,-73.7491013,"18.1955114 , -73.7491013",Sud
unknown name,node,doctors,HT,18.193264,-73.7430618,"18.193264 , -73.7430618",Sud
International Medical Corps,node,doctors,HT,18.3427345,-73.7892889,"18.3427345 , -73.7892889",Sud
Clinique Medicale de Saint-Marc,node,doctors,HT,19.112309,-72.6983761,"19.112309 , -72.6983761",Artibonite
Ministere de la sante publique,node,doctors,HT,19.1140913,-72.6981852,"19.1140913 , -72.6981852",Artibonite
CERBIO-LAB,node,doctors,HT,19.1127628,-72.7005398,"19.1127628 , -72.7005398",Artibonite
Cadiolab Laboratoire Graphtech,node,doctors,HT,19.112096,-72.6996677,"19.112096 , -72.6996677",Artibonite
unknown name,node,doctors,HT,18.1975616,-73.7516761,"18.1975616 , -73.7516761",Sud
FEBS,node,doctors,HT,19.0790655,-72.720805,"19.0790655 , -72.720805",Artibonite
Optimed Clinique,node,doctors,HT,19.1091253,-72.7000243,"19.1091253 , -72.7000243",Artibonite
M et M,node,doctors,HT,19.109676,-72.7004838,"19.109676 , -72.7004838",Artibonite
Clinique Revolution De Bois Bouton,node,doctors,HT,18.0713822,-73.6033103,"18.0713822 , -73.6033103",Sud
Centre Me,node,doctors,HT,19.1497968,-72.617198,"19.1497968 , -72.617198",Artibonite
Clinic City Med Cayes,node,doctors,HT,18.1916579,-73.7524597,"18.1916579 , -73.7524597",Sud
unknown name,node,doctors,HT,18.197237,-73.7533821,"18.197237 , -73.7533821",Sud
Dispanse Kominote Senate Polycap,node,doctors,HT,19.5238684,-72.1387136,"19.5238684 , -72.1387136",Nord
Dispanse Bonami,node,doctors,HT,19.5110655,-72.1375449,"19.5110655 , -72.1375449",Nord
Dispasè kominote Doktè Policap Souffriere,node,doctors,HT,19.663036,-72.384482,"19.663036 , -72.384482",Nord
"FEBS, Fondation Esther Bouciccaut Stanislas",node,doctors,HT,19.09786,-72.6979439,"19.09786 , -72.6979439",Artibonite
Institut Medical d'Haiti,node,doctors,HT,19.7184187,-72.2510359,"19.7184187 , -72.2510359",Nord
Centre de Sante St Jude,node,doctors,HT,19.7385506,-72.2136979,"19.7385506 , -72.2136979",Nord
Croix Rouge,node,doctors,HT,19.6407863,-72.1446232,"19.6407863 , -72.1446232",Nord
Cabinet Medical de Robillard,node,doctors,HT,19.6117152,-72.2599333,"19.6117152 , -72.2599333",Nord
unknown name,node,doctors,HT,18.5382501,-72.2956114,"18.5382501 , -72.2956114",Ouest
unknown name,node,doctors,HT,18.5362775,-72.3341029,"18.5362775 , -72.3341029",Ouest
Dieudonné Jean Baptiste,node,doctors,HT,18.531801,-72.3237975,"18.531801 , -72.3237975",Ouest
Laboratoire De Madame Salomon,node,doctors,HT,18.651505,-72.2827524,"18.651505 , -72.2827524",Ouest
Dr. Nathalie Theard (Pediatric Doctor),node,doctors,HT,18.5121664,-72.2891627,"18.5121664 , -72.2891627",Ouest
Complexe Médical Marguerite Liautaud,node,doctors,HT,18.5400225,-72.3329993,"18.5400225 , -72.3329993",Ouest
Complexe Médical de l’Avenue Christophe,node,doctors,HT,18.5367636,-72.3336679,"18.5367636 , -72.3336679",Ouest
Opti Soins,node,doctors,HT,18.5351157,-72.3180628,"18.5351157 , -72.3180628",Ouest
Family Care,node,doctors,HT,18.5398396,-72.3322512,"18.5398396 , -72.3322512",Ouest
Centre Medical Dum. Mecene Sim.,node,doctors,HT,19.1498341,-72.6169967,"19.1498341 , -72.6169967",Artibonite
Chitai,node,doctors,HT,18.5360526,-72.3344215,"18.5360526 , -72.3344215",Ouest
centre de sante mini pharma,node,pharmacy,HT,18.56806,-72.2955216,"18.56806 , -72.2955216",Ouest
Pharmacy Jalbrath,node,pharmacy,HT,18.2345618,-72.5361434,"18.2345618 , -72.5361434",Sud-Est
unknown name,node,pharmacy,HT,18.5115223,-72.2879978,"18.5115223 , -72.2879978",Ouest
unknown name,node,pharmacy,HT,18.5763849,-72.2711295,"18.5763849 , -72.2711295",Ouest
unknown name,node,pharmacy,HT,18.5600275,-72.2650228,"18.5600275 , -72.2650228",Ouest
unknown name,node,pharmacy,HT,18.5603673,-72.2646168,"18.5603673 , -72.2646168",Ouest
unknown name,node,pharmacy,HT,18.5623379,-72.3331768,"18.5623379 , -72.3331768",Ouest
Labomed CLinic,node,pharmacy,HT,18.6035446,-72.2833027,"18.6035446 , -72.2833027",Ouest
Pharmacie Soleil,node,pharmacy,HT,19.4598722,-72.6900561,"19.4598722 , -72.6900561",Artibonite
Pharmacie MDM,node,pharmacy,HT,18.5259232,-72.3983838,"18.5259232 , -72.3983838",Ouest
